Gene	P1490_PCD_09122016-0	P1490_PCD_27082020-0	P3390_PCD_08032024-0	P3390_PCD_19082024-0	P3390_PCD_30092020-0	P4703_CF_16022007-0	P4703_CF_18022015-0	P4703_CF_XXXX2000-0	P6004_CF_19062007-0	P6004_CF_28052021-0	P6004_CF_30102015-0	NumAsm_WiGene	NumAsm_WiGene_DNASeq
group_726	0	0	0	0	0	1	0	1	0	0	0	2	2
group_723	0	0	1	0	0	0	0	0	0	0	1	2	2
group_711	0	0	0	0	0	1	0	1	0	0	0	2	2
group_703	0	0	1	0	0	0	0	0	0	0	1	2	2
group_700	1	0	1	0	0	0	0	0	0	0	0	2	2
group_698	0	0	0	0	0	1	0	1	0	0	0	2	2
group_693	1	0	1	0	0	0	0	0	0	0	0	2	2
group_688	0	0	1	0	0	0	0	0	0	0	1	2	2
group_681	0	0	0	0	0	1	0	1	0	0	0	2	2
wblI	0	0	1	0	0	0	0	0	0	0	1	2	2
group_663	0	0	1	0	0	0	0	0	0	0	1	2	2
group_656	0	0	1	0	0	0	0	0	0	0	1	2	2
group_646	1	0	0	0	0	0	0	0	0	0	1	2	2
group_623	0	0	0	0	0	1	0	1	0	0	0	2	2
group_613	0	0	1	0	0	0	0	0	0	0	1	2	2
group_610	0	0	1	0	0	0	0	0	0	0	1	2	2
trbI	0	0	0	0	0	1	0	1	0	0	0	2	2
group_583	0	0	1	0	0	0	0	0	0	0	1	2	2
group_577	0	0	1	0	0	0	0	0	0	0	1	2	2
pilO	0	0	0	0	0	1	0	1	0	0	0	2	2
group_549	0	0	1	0	0	0	0	0	0	0	1	2	2
group_536	0	0	0	0	0	1	0	1	0	0	0	2	2
group_523	0	0	0	0	0	1	0	1	0	0	0	2	2
group_520	0	0	1	0	0	0	0	0	0	0	1	2	2
group_471	0	0	0	0	0	1	0	1	0	0	0	2	2
gabD	1	0	0	0	0	0	0	0	0	0	1	2	2
group_454	0	0	0	0	0	1	0	1	0	0	0	2	2
oprJ	1	0	0	0	0	0	0	0	0	0	1	2	2
mdtP	0	0	1	0	0	0	0	0	0	0	1	2	2
group_436	0	0	0	0	0	1	0	1	0	0	0	2	2
group_428	0	0	1	0	0	0	0	0	0	0	1	2	2
pseG	0	0	1	0	0	0	0	0	0	0	1	2	2
group_421	1	0	0	0	0	0	0	0	0	0	1	2	2
group_417	0	0	0	0	0	0	2	0	1	1	0	2	3
group_413	0	0	1	0	0	0	0	0	0	0	1	2	2
istA	0	0	0	0	0	1	0	1	0	0	0	2	2
group_406	0	0	0	0	0	1	0	1	0	0	0	2	2
group_405	0	0	0	1	1	0	0	0	0	0	0	2	2
group_398	0	0	0	0	0	1	0	1	0	0	0	2	2
group_394	0	0	0	0	0	1	0	1	0	0	0	2	2
group_379	1	0	0	0	0	0	0	0	0	0	1	2	2
group_365	0	0	0	0	0	1	0	1	0	0	0	2	2
group_347	0	0	0	0	0	1	0	1	0	0	0	2	2
group_339	1	0	0	0	0	0	0	0	0	0	1	2	2
parB	0	0	0	0	0	1	0	1	0	0	0	2	2
group_332	0	0	1	0	0	0	0	0	0	0	1	2	2
group_328	0	0	1	0	0	0	0	0	0	0	1	2	2
group_320	0	0	0	1	1	0	0	0	0	0	0	2	2
group_314	1	0	0	0	0	0	0	0	0	0	1	2	2
group_307	0	0	1	0	0	0	0	0	0	0	1	2	2
group_301	0	0	1	0	0	0	0	0	0	0	1	2	2
pilQ	0	0	0	0	0	1	0	1	0	0	0	2	2
pilN	0	0	0	0	0	1	0	1	0	0	0	2	2
group_257	0	0	0	0	0	1	0	1	0	0	0	2	2
group_248	0	0	1	0	0	0	0	0	0	0	1	2	2
group_243	0	0	0	0	0	1	0	1	0	0	0	2	2
group_236	0	0	1	0	0	0	0	0	0	0	1	2	2
group_231	0	0	1	0	0	0	0	0	0	0	1	2	2
group_229	0	0	1	0	0	0	0	0	0	0	1	2	2
group_218	0	0	0	0	0	1	0	1	0	0	0	2	2
group_215	1	0	1	0	0	0	0	0	0	0	0	2	2
bH3996	0	0	0	0	0	1	0	1	0	0	0	2	2
group_210	0	0	1	0	0	0	0	0	0	0	1	2	2
group_168	0	0	1	0	0	0	0	0	0	0	1	2	2
group_162	0	0	2	0	0	0	1	0	1	2	2	2	5
group_135	1	0	0	0	0	0	0	0	0	0	1	2	2
group_125	0	0	1	0	0	0	0	0	0	0	1	2	2
virB4	0	0	0	0	0	1	0	1	0	0	0	2	2
trlF	0	0	0	1	1	0	0	0	0	0	0	2	2
group_73	0	0	1	0	0	0	0	0	0	0	1	2	2
group_72	0	0	1	0	0	0	0	0	0	0	1	2	2
group_69	0	0	0	2	2	1	0	1	0	0	0	2	4
group_66	0	0	1	0	0	0	0	0	0	0	1	2	2
group_52	0	0	0	0	0	1	0	1	0	0	0	2	2
drmD	0	0	0	0	0	1	0	1	0	0	0	2	2
group_48	0	0	1	0	0	0	0	0	0	0	1	2	2
group_38	0	0	1	0	0	0	0	0	0	0	1	2	2
group_35	0	0	0	1	1	0	0	0	0	0	0	2	2
group_29	0	0	1	0	0	0	0	0	0	0	1	2	2
group_27	0	0	1	0	0	0	0	0	0	0	1	2	2
group_20	0	0	1	0	0	0	0	0	0	0	1	2	2
drmA	0	0	0	0	0	1	0	1	0	0	0	2	2
group_17	0	0	0	0	0	1	0	1	0	0	0	2	2
group_7093	1	0	0	0	0	0	0	0	0	0	0	1	1
group_7084	0	0	0	0	0	0	0	0	0	0	1	1	1
group_7083	0	0	0	0	0	0	0	0	0	0	1	1	1
group_7081	2	0	0	0	0	0	0	0	0	0	1	1	2
group_7079	2	0	0	0	0	0	2	0	1	2	0	1	4
group_7078	0	0	0	0	0	0	0	0	1	0	0	1	1
group_7077	0	0	0	0	0	0	0	1	0	0	0	1	1
group_7015	0	0	0	0	0	0	1	0	0	0	0	1	1
group_6994	0	0	0	0	1	0	0	0	0	0	0	1	1
group_6993	0	0	0	0	1	0	0	0	0	0	0	1	1
group_6730	0	0	0	2	1	2	0	2	0	0	0	1	4
group_6729	0	0	1	0	0	0	0	0	0	0	0	1	1
group_6728	0	0	1	0	0	0	0	0	0	0	0	1	1
group_6727	0	0	1	0	0	0	0	0	0	0	0	1	1
group_6726	0	0	1	0	0	0	0	0	0	0	0	1	1
group_6725	0	0	1	0	0	0	0	0	0	0	0	1	1
group_6724	0	0	1	0	0	0	0	0	0	0	0	1	1
group_6721	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6720	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6719	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6718	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6717	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6716	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6715	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6714	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6713	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6712	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6711	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6710	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6709	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6708	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6707	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6706	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6705	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6704	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6703	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6702	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6701	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6700	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6699	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6698	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6697	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6696	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6695	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6694	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6693	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6692	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6691	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6690	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6689	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6688	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6687	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6686	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6685	0	1	0	0	0	0	0	0	0	0	0	1	1
wecC	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6684	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6683	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6682	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6681	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6680	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6679	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6678	0	1	0	0	0	0	0	0	0	0	0	1	1
capA	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6677	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6676	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6675	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6672	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6671	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6670	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6669	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6668	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6667	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6666	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6665	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6664	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6663	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6662	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6661	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6660	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6659	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6658	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6657	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6656	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6655	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6654	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6653	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6652	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6651	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6650	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6649	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6648	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6647	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6646	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6645	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6644	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6643	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6642	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6641	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6640	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6639	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6638	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6637	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6636	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6635	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6634	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6633	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6632	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6631	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6630	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6629	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6628	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6627	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6626	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6625	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6624	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6623	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6622	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6621	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6620	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6619	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6618	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6617	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6616	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6615	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6614	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6613	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6612	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6611	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6610	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6609	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6608	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6607	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6606	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6605	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6604	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6603	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6602	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6601	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6600	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6599	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6598	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6597	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6596	0	1	0	0	0	0	0	0	0	0	0	1	1
phnJ	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6595	0	1	0	2	2	2	0	2	2	0	2	1	7
group_6594	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6593	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6592	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6591	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6590	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6589	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6588	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6587	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6585	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6584	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6583	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6582	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6581	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6580	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6579	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6578	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6577	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6576	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6575	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6574	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6563	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6550	0	1	0	0	0	0	0	0	0	0	0	1	1
mqsR	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6485	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6471	0	1	0	0	0	0	0	0	0	0	0	1	1
group_6398	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6397	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6396	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6395	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6394	1	0	0	0	0	0	0	0	0	0	0	1	1
group_6393	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3499	0	0	0	0	0	0	0	0	0	1	0	1	1
group_3497	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3496	0	0	0	0	0	0	0	0	1	0	0	1	1
group_3495	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3494	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3492	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3484	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3481	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3480	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3478	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3474	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3472	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3471	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3470	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3464	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3462	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3461	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3460	0	0	0	0	0	0	1	0	0	0	0	1	1
group_3454	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3453	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3452	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3449	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3448	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3447	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3441	0	0	0	0	0	0	1	0	0	0	0	1	1
group_3432	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3425	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3421	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3419	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3418	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3405	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3403	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3394	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3392	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3390	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3389	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3385	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3384	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3383	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3381	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3380	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3374	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3372	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3368	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3363	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3362	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3360	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3354	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3347	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3334	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3333	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3332	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3331	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3330	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3329	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3328	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3326	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3320	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3319	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3310	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3307	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3306	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3304	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3303	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3302	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3300	0	0	0	0	0	0	2	0	1	2	0	1	3
group_3295	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3294	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3293	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3289	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3288	0	1	0	0	0	0	0	0	0	0	0	1	1
mbtH	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3287	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3283	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3282	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3279	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3278	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3274	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3272	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3271	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3270	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3268	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3264	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3263	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3260	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3259	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3254	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3252	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3251	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3245	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3242	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3240	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3238	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3233	0	0	0	0	0	0	1	0	2	2	0	1	3
group_3230	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3229	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3224	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3223	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3222	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3217	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3216	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3215	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3211	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3210	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3209	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3208	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3203	0	0	0	0	0	0	1	0	2	2	0	1	3
group_3200	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3198	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3194	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3193	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3192	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3191	0	1	0	0	0	0	0	0	0	0	0	1	1
fliQ	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3186	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3184	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3178	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3173	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3171	1	0	0	0	0	0	0	0	0	0	0	1	1
csoR	0	0	0	0	0	0	0	0	0	0	1	1	1
alpA	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3167	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3166	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3165	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3164	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3160	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3158	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3149	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3147	1	0	0	0	0	0	0	0	0	0	0	1	1
traL	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3140	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3139	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3135	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3126	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3125	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3124	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3122	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3109	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3108	1	0	0	0	0	0	0	0	0	0	0	1	1
hxsD	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3104	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3103	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3097	0	1	0	0	0	0	0	0	0	0	0	1	1
relB	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3095	1	0	0	0	0	0	0	0	0	0	0	1	1
fliE	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3091	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3090	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3087	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3082	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3079	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3078	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3075	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3069	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3068	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3067	0	0	1	0	0	0	0	0	0	0	0	1	1
group_3066	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3065	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3064	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3063	1	0	0	0	0	0	0	0	0	0	0	1	1
cdiI	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3062	0	0	0	0	0	0	2	0	2	1	0	1	3
group_3058	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3057	1	0	0	0	0	0	0	0	0	0	0	1	1
group_3056	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3045	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3044	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3042	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3041	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3038	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3035	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3034	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3033	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3026	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3020	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3018	1	0	2	0	0	0	0	0	0	0	2	1	3
group_3014	0	0	0	0	1	0	0	0	0	0	0	1	1
group_3010	0	0	0	0	0	0	0	0	0	0	1	1	1
group_3006	0	1	0	0	0	0	0	0	0	0	0	1	1
group_3001	0	0	0	0	0	0	0	0	0	0	1	1	1
group_2995	0	1	0	0	0	0	0	0	0	0	0	1	1
group_2994	1	0	0	0	0	0	0	0	0	0	0	1	1
group_2990	0	0	1	0	0	0	0	0	0	0	0	1	1
group_2988	0	1	0	0	0	0	0	0	0	0	0	1	1
nirD	0	1	0	0	0	0	0	0	0	0	0	1	1
fliN	1	0	0	0	0	0	0	0	0	0	0	1	1
group_2985	0	0	0	0	0	0	0	0	0	0	1	1	1
uraH	0	1	0	0	0	0	0	0	0	0	0	1	1
group_2977	0	1	0	0	0	0	0	0	0	0	0	1	1
